payment_count,total_items,total_freight_value,estimated_delivery_days,avg_product_price,avg_product_freight,avg_product_review,avg_product_weight,main_category,total_products_in_order,purchase_month,purchase_day,purchase_hour,is_weekend,purchase_quarter,state_AL,state_AM,state_AP,state_BA,state_CE,state_DF,state_ES,state_GO,state_MA,state_MG,state_MS,state_MT,state_PA,state_PB,state_PE,state_PI,state_PR,state_RJ,state_RN,state_RO,state_RR,state_RS,state_SC,state_SE,state_SP,state_TO,is_late
1,1,12.98,10.276770833333334,45.0,9.513333333333334,5.0,200.0,34,1,7,27,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1,23.32,28.28869212962963,88.16713114754174,16.487786885245928,3.8983402489626555,1383.0,14,1,7,24,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,26.74,20.07614583333333,54.27010309278361,17.85463917525772,3.922680412371134,1650.0,41,1,2,13,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,27.65,13.13670138888889,99.9,22.174999999999997,4.5,1050.0,33,1,8,14,20,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,11.34,13.617581018518518,639.0,11.34,4.0,200.0,21,1,4,25,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,8.77,10.143310185185186,148.9,13.7125,4.25,468.0,63,1,5,11,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,13.71,19.577118055555555,99.0,25.245,5.0,1800.0,33,1,8,12,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,16.11,24.503680555555555,24.982857142857142,18.740476190476194,3.4761904761904763,600.0,27,1,2,22,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,8.88,12.174699074074072,46.48333333333336,13.508205128205127,4.410256410256411,800.0,14,1,3,23,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,11.85,15.212233796296296,26.748620689655176,14.84241379310345,3.8275862068965516,300.0,71,1,11,21,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1,44.4,34.560266203703705,122.82333333333334,31.126666666666665,3.8333333333333335,9375.0,56,1,3,7,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,15.1,23.606087962962963,52.91304347826087,14.266521739130434,3.5454545454545454,250.0,34,1,2,27,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,16.6,15.264201388888887,45.652222222222214,12.593888888888888,4.555555555555555,1800.0,27,1,9,11,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,16.98,24.970266203703705,227.4,23.1475,5.0,9800.0,33,1,8,6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,26.33,29.094872685185184,285.6666666666667,44.16222222222222,3.2222222222222223,2965.0,51,1,1,16,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,25.51,27.48521990740741,109.9,25.51,5.0,2500.0,55,1,3,23,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7.94,8.113194444444444,28.367310924369797,12.669999999999995,3.982905982905983,150.0,2,1,6,11,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,17.32,22.01320601851852,119.9,20.615,4.0,2500.0,55,1,12,5,23,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,24.65,23.298171296296296,405.0,27.667058823529413,4.0,2650.0,1,1,11,24,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,23.35,32.21432870370371,59.900000000000006,20.007272727272724,4.090909090909091,750.0,55,1,4,7,18,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,45.3,20.354363425925925,21.5090909090909,16.32090909090909,4.75,180.0,33,1,10,16,15,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,14.1,21.42427083333333,15.966451612903223,15.098387096774195,4.290322580645161,350.0,71,1,5,22,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,15.1,31.62388888888889,21.824999999999985,11.98975,3.825,150.0,31,1,1,14,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,16.11,21.60649305555556,38.9,18.107999999999997,3.0,550.0,14,1,1,16,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,20.8,33.17037037037037,49.75,20.8,5.0,1500.0,41,1,4,28,19,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,44.29,42.07210648148149,762.0083333333332,46.464166666666664,3.3333333333333335,3407.0,45,1,4,6,22,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,13.72,23.200034722222224,98.90349999999982,16.30450000000001,4.241666666666667,1200.0,27,1,2,6,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,19.95,35.72189814814815,59.900000000000006,20.007272727272724,4.090909090909091,750.0,55,1,3,6,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,52.89,32.97306712962963,25.267499999999995,16.831875,3.875,150.0,31,1,12,27,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,8.54,12.51445601851852,54.825,13.70875,4.25,418.0,22,1,7,4,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,13.01,31.261886574074072,79.2655681818181,13.358750000000002,3.853932584269663,207.0,45,1,3,26,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,13.71,19.194930555555555,92.83747747747742,16.716126126126145,3.2990654205607477,1550.0,14,1,11,24,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,2,15.56,9.277962962962963,18.87097560975611,12.78829268292683,3.65,150.0,12,1,5,14,17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1,16.79,32.028078703703706,38.33,16.79,5.0,300.0,64,1,5,17,23,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,18.0,50.44586805555556,69.87021276595735,16.42776595744682,4.052631578947368,950.0,14,1,1,28,13,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,18.21,24.50859953703704,195.0,16.987499999999997,4.5,850.0,45,1,3,18,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,15.2,16.562928240740742,37.6215625,16.619375,4.0625,1614.0,12,1,5,19,10,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,21.05,23.602210648148148,88.9390243902439,19.694390243902447,4.365853658536586,2850.0,55,1,11,28,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,15.1,21.88520833333333,29.990000000000002,11.853809523809522,3.9473684210526314,700.0,55,1,8,15,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,16.49,25.304236111111116,74.9,15.945,5.0,450.0,33,1,3,31,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,18.23,20.31556712962963,14.95,14.9725,5.0,300.0,50,1,3,27,16,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,43.11,27.093125,149.9,34.12,4.5,8250.0,10,1,5,8,21,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,14.1,25.25542824074074,19.99,10.94,4.5,300.0,45,1,12,27,17,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,29.39,25.612511574074077,382.3076923076923,20.372307692307693,4.3076923076923075,2100.0,33,1,7,8,9,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,21.75,26.25945601851852,136.27272727272728,17.95242424242424,4.363636363636363,200.0,45,1,2,27,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,16.43,28.112465277777776,104.14285714285714,15.895714285714288,4.285714285714286,260.0,71,1,2,2,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,15.8,34.11775462962963,165.66666666666666,16.273333333333333,4.333333333333333,1000.0,27,1,10,27,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,13.46,19.034375,279.97857142857146,19.16714285714286,3.9285714285714284,300.0,71,1,11,24,23,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,23.22,36.508784722222224,44.9,21.435000000000002,1.75,2750.0,55,1,2,13,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,15.31,26.37527777777778,29.99,14.496666666666668,3.3333333333333335,1400.0,24,1,8,15,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,15.59,28.427847222222223,121.00555555555557,15.757222222222225,4.166666666666667,475.0,63,1,12,18,13,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,21.62,8.993287037037037,502.63400000000007,33.050666666666665,4.3076923076923075,9900.0,12,1,8,25,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,18.54,19.500625,94.9,18.54,5.0,50.0,13,1,5,2,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,21.11,24.217731481481483,83.08000000000001,21.675999999999995,4.285714285714286,2500.0,55,1,2,18,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,65.56,21.0865625,199.99,34.38333333333333,5.0,2050.0,27,1,6,20,21,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,19.67,25.56615740740741,99.9,19.67,5.0,700.0,60,1,3,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,17.8,10.293206018518518,78.0,8.9,4.0,950.0,73,1,5,14,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,14.84,18.197141203703705,155.0,12.059999999999999,4.0,429.0,63,1,11,19,19,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,34.23,22.297372685185184,262.74,43.088,4.8,7850.0,55,1,7,2,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,39.73,31.611689814814813,26.485303030303008,16.661616161616156,4.614444444444445,325.0,13,2,8,4,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,17.67,20.164560185185184,49.385714285714286,24.505714285714287,3.857142857142857,1000.0,73,1,11,24,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,67.24,25.29690972222222,230.76923076923077,72.01923076923077,3.6923076923076925,23250.0,10,1,3,25,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,34.07,19.948402777777776,76.0,34.3,3.0,3950.0,44,1,4,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,27.19,37.213125,159.0,27.19,1.0,3150.0,73,1,3,10,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,2,28.9,19.205,95.02000000000001,20.334000000000003,3.0,1300.0,51,1,5,18,19,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,16.89,24.107372685185187,63.9,16.89,0.0,300.0,13,1,7,17,21,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,8.21,32.09206018518518,168.88500000000002,14.761000000000001,3.6,127.0,64,1,4,25,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,19.88,14.264247685185186,59.9,14.883333333333333,4.583333333333334,700.0,14,2,9,25,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,28.58,30.52202546296296,232.75,26.505,3.5,1600.0,41,1,7,8,11,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,18.44,21.536967592592596,50.800000000000004,14.626666666666667,5.0,870.0,12,1,8,20,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,12.11,19.960150462962964,87.0,13.445,5.0,1300.0,14,1,8,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,18.54,39.95234953703704,131.82307692307697,22.71769230769231,4.461538461538462,2275.0,27,1,11,24,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,14.1,19.88445601851852,22.122222222222213,16.775185185185187,4.481481481481482,100.0,55,1,2,21,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,66.04,31.37570601851852,140.83210526315787,49.1836842105263,2.789473684210526,15475.0,56,1,7,19,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,23.64,18.996655092592597,368.3233333333333,20.456666666666667,5.0,8100.0,13,1,10,13,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,11.85,23.180717592592597,40.98181818181818,12.749999999999998,4.363636363636363,183.0,33,1,2,2,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,2,37.16,36.40909722222222,69.0,13.224999999999998,5.0,250.0,63,1,6,13,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,33.33,27.55726851851852,180.45,24.6625,4.0,1092.0,33,1,7,6,10,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,15.28,9.46400462962963,104.45,20.02,4.0,700.0,73,1,8,19,12,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,18.08,11.38019675925926,45.4,13.139999999999999,3.0,350.0,22,1,8,3,14,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,12.9,4.185011574074074,76.21700000000001,18.917,4.4,1800.0,73,1,8,3,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,8.89,11.256597222222222,220.0,8.89,3.0,710.0,45,1,3,17,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,35.74,30.178356481481483,277.0,35.74,4.0,533.0,67,1,11,17,19,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,27.75,16.17846064814815,65.74999999999983,26.06766666666668,3.910344827586207,350.0,12,1,8,19,19,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,50.85,26.62302083333333,17.789375000000003,15.057812499999997,3.84375,217.0,71,1,7,7,9,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,34.06,28.29208333333333,88.4936170212765,15.088723404255324,3.971631205673759,173.0,45,1,2,21,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,9.8,15.453645833333333,229.0,13.075000000000001,5.0,500.0,67,1,2,6,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0.0,16.05670138888889,116.66693498452052,7.041826625387,4.190625,584.0,67,1,5,7,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,34.39,29.006539351851853,84.95637362637365,16.821758241758243,3.663157894736842,321.0,45,1,1,22,23,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,33.91,35.448680555555555,166.5,30.56625,5.0,2850.0,55,1,5,21,13,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7.78,15.136770833333332,49.0,13.362499999999999,3.8333333333333335,200.0,67,1,10,3,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,16.14,24.292256944444443,178.61,26.155,3.5,100.0,31,1,5,18,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,13.84,19.323888888888888,126.39056603773574,18.09754716981132,4.264150943396227,1350.0,12,1,8,10,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,15.51,23.52524305555556,94.9,19.375,5.0,1600.0,9,1,6,10,11,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,15.73,30.192858796296296,97.99,12.9525,5.0,150.0,21,1,5,29,19,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7.78,14.358298611111111,7.79,8.493333333333332,2.3333333333333335,200.0,0,1,9,26,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,85.97,28.082824074074075,178.49,91.3,4.0,28600.0,55,1,9,21,22,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,10.96,24.32075231481481,7.6,10.96,5.0,700.0,0,1,2,13,16,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,17.6,32.476782407407406,54.69538265306133,18.474719387755105,4.117647058823529,1750.0,41,1,12,30,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,8.03,14.14275462962963,110.31999999999995,11.446875,4.5,150.0,12,1,7,4,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,11.85,24.138715277777777,49.061016949152545,14.40728813559323,4.305084745762712,250.0,71,1,12,25,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,61.18,49.22893518518519,159.9,61.18,5.0,367.0,63,1,6,6,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,27.39,25.720381944444444,111.65217391304348,29.439999999999994,4.478260869565218,7700.0,60,1,12,20,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,11.98,12.35224537037037,21.5,11.98,5.0,1338.0,33,1,8,2,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,15.61,21.488541666666663,122.99000000000038,15.51786802030457,4.1179487179487175,400.0,0,1,2,27,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,19.75,30.41880787037037,70.365,16.235625000000002,4.0625,1000.0,27,1,11,25,13,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,13.93,21.59292824074074,127.39336134453762,18.84344537815126,4.271186440677966,1600.0,27,1,6,11,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,35.78,28.23204861111111,92.83747747747742,16.716126126126145,3.2990654205607477,1550.0,14,1,2,5,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,4,33.6,7.08074074074074,33.89,8.4,1.0,388.0,2,1,8,7,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1,40.37,22.091851851851853,137.65163265306117,40.12104956268221,4.194117647058824,6550.0,45,1,2,19,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,16.79,32.287847222222226,20.3,16.79,4.0,200.0,0,1,1,18,17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,30.02,24.125416666666663,179.9,15.01,4.666666666666667,450.0,63,1,5,18,20,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,12.27,18.20052083333333,109.9,12.27,5.0,325.0,71,1,7,23,19,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,25.9,41.33166666666666,61.7,16.446,2.6,88.0,71,1,8,18,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,13.75,15.24925925925926,114.08450704225352,27.67169014084507,3.9565217391304346,3500.0,12,1,4,10,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,14.28,25.25,70.0,12.866666666666665,4.529411764705882,250.0,67,1,2,9,18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
